Command: kubectl get events --sort-by=.lastTimestamp -A
STDOUT:
NAMESPACE                     LAST SEEN   TYPE      REASON                                   OBJECT                                                          MESSAGE
kube-system                   46m         Normal    Created                                  pod/kube-dns-859ff5b767-nqhdb                                   Created container: dnsmasq
kube-system                   46m         Normal    Started                                  pod/kube-dns-859ff5b767-nqhdb                                   Started container kubedns-metrics-collector
kube-system                   46m         Normal    Pulled                                   pod/kube-dns-859ff5b767-nqhdb                                   Container image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/k8s-dns-dnsmasq-nanny:1.26.4-gke.16@sha256:8e8c1da5490f59eb626014bc491a9e01dd71104d3a7a2a6efd0d42d09a51478f" already present on machine
kube-system                   46m         Normal    Started                                  pod/kube-dns-859ff5b767-nqhdb                                   Started container kubedns
kube-system                   46m         Normal    Pulling                                  pod/netd-zfb44                                                  Pulling image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20250512_2300_RC0@sha256:ad81886895944477ad09efb8bf41fe8e3258c3d42efa1c9c49482d65c2ecd3fa"
kube-system                   46m         Normal    Created                                  pod/kube-dns-859ff5b767-nqhdb                                   Created container: kubedns
kube-system                   46m         Normal    Pulled                                   pod/kube-dns-859ff5b767-nqhdb                                   Container image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/k8s-dns-kube-dns:1.26.4-gke.16@sha256:805f0d77ff8f9a94f7f74aadb25ad694afb7564dfd88141e0117c859c0226b77" already present on machine
kube-system                   46m         Normal    Pulled                                   pod/gke-metrics-agent-x225v                                     Container image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20250807_2300_RC0@sha256:aa1ed41571fa937da61b5bcd7cf842981c7f026b516c18655bc2f3a9362b1fa5" already present on machine
kube-system                   46m         Normal    Started                                  pod/gke-metrics-agent-x225v                                     Started container gke-metrics-agent
kube-system                   46m         Normal    Pulling                                  pod/fluentbit-gke-zw2tc                                         Pulling image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20260323_2300_RC0@sha256:05f11aa4dc486ad39b584546394ce895d23d141262f94017b3750f1836928f3e"
kube-system                   46m         Normal    Started                                  pod/fluentbit-gke-zw2tc                                         Started container fluentbit-gke
kube-system                   46m         Normal    Created                                  pod/fluentbit-gke-zw2tc                                         Created container: fluentbit-gke
kube-system                   46m         Normal    Pulled                                   pod/fluentbit-gke-zw2tc                                         Successfully pulled image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/fluent-bit-gke-exporter:v0.27.17-gke.20@sha256:67269cb89dbf9cf4e76e199a634c178eec76e74ae45694e8000893f7cae6179e" in 753ms (754ms including waiting). Image size: 36248865 bytes.
kube-system                   46m         Normal    Pulled                                   pod/pdcsi-node-56zk7                                            Successfully pulled image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/csi-node-driver-registrar:v2.9.4-gke.73@sha256:2bb141dd7d1266b655d989f8671135499bb1a7bfcc234ee5884c8d0ad53dd3e1" in 301ms (1.92s including waiting). Image size: 11762646 bytes.
kube-system                   46m         Normal    Pulled                                   pod/anetd-prpff                                                 Successfully pulled image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/anthos-networking/anetd-sidecar:v2.13.58@sha256:456736b919a01b9b34db8d32e3b7d6393b1988113eea5a9329952fbbce71aa7a" in 70ms (1.381s including waiting). Image size: 24056038 bytes.
kube-system                   46m         Normal    Pulled                                   pod/fluentbit-gke-zw2tc                                         Successfully pulled image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20260323_2300_RC0@sha256:05f11aa4dc486ad39b584546394ce895d23d141262f94017b3750f1836928f3e" in 968ms (968ms including waiting). Image size: 26227970 bytes.
kube-system                   46m         Normal    Created                                  pod/fluentbit-gke-zw2tc                                         Created container: fluentbit-metrics-collector
kube-system                   46m         Warning   FailedMount                              pod/maintenance-handler-tvphd                                   MountVolume.SetUp failed for volume "disruption-handling" : object "kube-system"/"gke-disruption-handling" not registered
