Command: kubectl get events --sort-by=.lastTimestamp -A
STDOUT:
NAMESPACE                     LAST SEEN   TYPE      REASON                         OBJECT                                                          MESSAGE
kube-system                   10m         Normal    NotTriggerScaleUp              pod/metrics-server-v1.35.1-6b788f8fd4-wx2m9                     Pod didn't trigger scale-up:
kube-system                   10m         Normal    NotTriggerScaleUp              pod/konnectivity-agent-bcb8d5868-wctd9                          Pod didn't trigger scale-up:
kube-system                   10m         Normal    NotTriggerScaleUp              pod/konnectivity-agent-autoscaler-567664cbff-j6vgl              Pod didn't trigger scale-up:
kube-system                   10m         Normal    NotTriggerScaleUp              pod/konnectivity-agent-bcb8d5868-5zjn2                          Pod didn't trigger scale-up:
kube-system                   10m         Normal    NotTriggerScaleUp              pod/kube-dns-autoscaler-5f7d65fcd5-ffv5t                        Pod didn't trigger scale-up:
kube-system                   10m         Normal    NotTriggerScaleUp              pod/event-exporter-gke-7765cfbfdf-sjxl4                         Pod didn't trigger scale-up:
kube-system                   10m         Normal    NotTriggerScaleUp              pod/metrics-server-v1.35.1-74dbffb876-4d6rs                     Pod didn't trigger scale-up:
gke-managed-cim               10m         Normal    NotTriggerScaleUp              pod/kube-state-metrics-0                                        Pod didn't trigger scale-up:
gke-managed-cim               10m         Normal    SuccessfulCreate               statefulset/kube-state-metrics                                  Create Pod kube-state-metrics-0 in StatefulSet kube-state-metrics successful
kube-system                   10m         Normal    Killing                        pod/konnectivity-agent-bcb8d5868-gz8x4                          Stopping container konnectivity-agent-metrics-collector
kube-system                   10m         Normal    Killing                        pod/konnectivity-agent-bcb8d5868-gz8x4                          Stopping container konnectivity-agent
kube-system                   10m         Normal    NotTriggerScaleUp              pod/antrea-controller-horizontal-autoscaler-64c5ff5cd9-7c5m4    Pod didn't trigger scale-up:
kube-system                   10m         Normal    Started                        pod/konnectivity-agent-bcb8d5868-gz8x4                          Container started
kube-system                   10m         Normal    Pulled                         pod/fluentbit-gke-2jcfk                                         Successfully pulled image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20260323_2300_RC0@sha256:05f11aa4dc486ad39b584546394ce895d23d141262f94017b3750f1836928f3e" in 4.82s (7.867s including waiting). Image size: 26227970 bytes.
kube-system                   10m         Normal    Created                        pod/fluentbit-gke-2jcfk                                         Container created
kube-system                   10m         Normal    Started                        pod/fluentbit-gke-2jcfk                                         Container started
kube-system                   10m         Normal    Pulled                         pod/kube-dns-84d47fbc64-tf279                                   Successfully pulled image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/k8s-dns-sidecar:1.26.8-gke.3@sha256:58eed94278e7b43ad2f4c302fd7457e4b5429e1296854d75c75ad45646e259d0" in 3.81s (7.14s including waiting). Image size: 27137227 bytes.
kube-system                   10m         Normal    Created                        pod/kube-dns-84d47fbc64-tf279                                   Container created
kube-system                   10m         Normal    Pulling                        pod/kube-dns-84d47fbc64-tf279                                   Pulling image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20260412_2300_RC0@sha256:fbc30ed703e17c3ae5622888145452d22865bb4f273db05321929a0fda0019a2"
gmp-system                    10m         Normal    Started                        pod/collector-tvrnk                                             Container started
gmp-system                    10m         Normal    Pulling                        pod/collector-tvrnk                                             Pulling image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/gke-distroless/bash:gke_distroless_20260207.00_p0@sha256:002b4b70bf122aaed02d9ba7158a5ce8424a5cc4342cc304ab6c254943f6a5da"
gmp-system                    10m         Normal    Created                        pod/collector-tvrnk                                             Container created
gmp-system                    10m         Normal    Pulled                         pod/collector-tvrnk                                             Successfully pulled image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/gke-distroless/bash:gke_distroless_20260207.00_p0@sha256:002b4b70bf122aaed02d9ba7158a5ce8424a5cc4342cc304ab6c254943f6a5da" in 341ms (341ms including waiting). Image size: 19051189 bytes.
kube-system                   10m         Normal    Started                        pod/kube-dns-84d47fbc64-tf279                                   Container started
gmp-system                    10m         Normal    Pulled                         pod/collector-tvrnk                                             Container image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20251019.00_p0@sha256:2e1549e4692726aecc70364a1d6700cf276db2d9b4da90179284ca8de168c976" already present on machine and can be accessed by the pod
gmp-system                    10m         Normal    Created                        pod/collector-tvrnk                                             Container created
gmp-system                    10m         Normal    Started                        pod/collector-tvrnk                                             Container started
kube-system                   10m         Normal    Started                        pod/kube-dns-84d47fbc64-tf279                                   Container started
kube-system                   10m         Normal    Created                        pod/kube-dns-84d47fbc64-tf279                                   Container created
kube-system                   10m         Normal    Pulled                         pod/kube-dns-84d47fbc64-tf279                                   Successfully pulled image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20260412_2300_RC0@sha256:fbc30ed703e17c3ae5622888145452d22865bb4f273db05321929a0fda0019a2" in 2.099s (2.099s including waiting). Image size: 26315860 bytes.
gmp-system                    10m         Normal    Pulling                        pod/collector-tvrnk                                             Pulling image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/prometheus-engine/prometheus:v2.53.5-gmp.4-gke.0@sha256:6f349dc0be36c8a61be183254f1126c9935f5332daa96c481f7e0e1b20fe0513"
kube-system                   10m         Normal    Killing                        pod/kube-dns-84d47fbc64-tf279                                   Stopping container kubedns
kube-system                   10m         Normal    Killing                        pod/kube-dns-84d47fbc64-tf279                                   Stopping container kubedns-metrics-collector
kube-system                   10m         Normal    Killing                        pod/kube-dns-84d47fbc64-tf279                                   Stopping container sidecar
